name,phone,city,state,address,zip,county,call_script,sms_script,list_link
Casitas Del Sol,(619) 669-0099,San Marcos,CA,1219 Barham Dr,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Casitas Del Sol in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Casitas Del Sol (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Deer Springs Oak Mh Estates,(619) 746-8432,San Marcos,CA,1299 Deer Springs Rd,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Deer Springs Oak Mh Estates in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Deer Springs Oak Mh Estates (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
El Dorado Mhp,(619) 744-5730,San Marcos,CA,1515 Capalina Rd,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about El Dorado Mhp in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re El Dorado Mhp (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Ez Living Mhp,(619) 591-3057,San Marcos,CA,1247 W San Marcos Blvd,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Ez Living Mhp in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Ez Living Mhp (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Foothills Of San Marcos,(619) 560-1513,San Marcos,CA,909 Richland Rd,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Foothills Of San Marcos in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Foothills Of San Marcos (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
La Moree Mh Estates,(619) 743-8855,San Marcos,CA,1175 La Moree Rd,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about La Moree Mh Estates in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re La Moree Mh Estates (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Lakeview Mh Estates,(760) 744-2215,San Marcos,CA,809 W Discovery St,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Lakeview Mh Estates in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Lakeview Mh Estates (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Madrid Manor Hoa,(619) 753-0033,San Marcos,CA,1401 El Norte Pkwy,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Madrid Manor Hoa in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Madrid Manor Hoa (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Palomar Estates East,(619) 727-2010,San Marcos,CA,650 S Rancho Santa Fe Rd,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Palomar Estates East in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Palomar Estates East (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Palomar Estates West,(760) 727-5455,San Marcos,CA,1930 San Marcos Blvd,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Palomar Estates West in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Palomar Estates West (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Rancho San Marcos,(619) 744-0822,San Marcos,CA,971 Borden Rd,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Rancho San Marcos in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Rancho San Marcos (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Rancho Vallecitos Mh Estates,(619) 727-1141,San Marcos,CA,3535 Linda Vista Dr,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Rancho Vallecitos Mh Estates in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Rancho Vallecitos Mh Estates (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
San Marcos Mobile Estates,(619) 746-8100,San Marcos,CA,1145 Barham Dr,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about San Marcos Mobile Estates in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re San Marcos Mobile Estates (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
San Marcos View Estates,(619) 727-1525,San Marcos,CA,150 S Rancho Santa Fe Rd,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about San Marcos View Estates in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re San Marcos View Estates (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Springdale Estates,(619) 727-0115,San Marcos,CA,2907 S Santa Fe Ave,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Springdale Estates in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Springdale Estates (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Twin Oaks Valley Park,(619) 744-2500,San Marcos,CA,500 Rancheros Dr,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Twin Oaks Valley Park in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Twin Oaks Valley Park (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Valle Verde Mobile Estates,(619) 744-3535,San Marcos,CA,1286 Discovery St,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Valle Verde Mobile Estates in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Valle Verde Mobile Estates (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Vista Meadows Mhp,(619) 727-1144,San Marcos,CA,155 S Las Flores Dr,92069,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Vista Meadows Mhp in San Marcos. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Vista Meadows Mhp (San Marcos). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Mission Court,(805) 235-3304,San Miguel,CA,560 12Th St,93451,San Luis Obispo,"Hi, Bradley with Tread Companies / Trailer Parks calling about Mission Court in San Miguel. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Mission Court (San Miguel). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
White Oak Mh Community,(805) 467-3953,San Miguel,CA,700 River Rd Bx 56,93451,San Luis Obispo,"Hi, Bradley with Tread Companies / Trailer Parks calling about White Oak Mh Community in San Miguel. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re White Oak Mh Community (San Miguel). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Alpine Mp,(510) 235-5287,San Pablo,CA,1824 21St St,94806,Contra Costa,"Hi, Bradley with Tread Companies / Trailer Parks calling about Alpine Mp in San Pablo. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Alpine Mp (San Pablo). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Castle'S Mobile Home Park,(925) 283-3190,San Pablo,CA,13352 San Pablo Ave,94806,Contra Costa,"Hi, Bradley with Tread Companies / Trailer Parks calling about Castle'S Mobile Home Park in San Pablo. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Castle'S Mobile Home Park (San Pablo). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Frontier Mhp,(510) 223-3410,San Pablo,CA,2990 San Pablo Dam Rd,94803,Contra Costa,"Hi, Bradley with Tread Companies / Trailer Parks calling about Frontier Mhp in San Pablo. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Frontier Mhp (San Pablo). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Gerkins Mh Ct,(510) 234-2230,San Pablo,CA,2425 Church Ln,94806,Contra Costa,"Hi, Bradley with Tread Companies / Trailer Parks calling about Gerkins Mh Ct in San Pablo. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Gerkins Mh Ct (San Pablo). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Hacienda Mhp,(510) 235-8644,San Pablo,CA,1153 Rumrill Blvd,94806,Contra Costa,"Hi, Bradley with Tread Companies / Trailer Parks calling about Hacienda Mhp in San Pablo. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Hacienda Mhp (San Pablo). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Idle Wheels Mobile Home Park,(510) 232-6939,San Pablo,CA,13900 San Pablo Ave,94806,Contra Costa,"Hi, Bradley with Tread Companies / Trailer Parks calling about Idle Wheels Mobile Home Park in San Pablo. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Idle Wheels Mobile Home Park (San Pablo). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Kimball'S Mobile Home Park,(510) 232-0143,San Pablo,CA,2451 Church Ln,94806,Contra Costa,"Hi, Bradley with Tread Companies / Trailer Parks calling about Kimball'S Mobile Home Park in San Pablo. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Kimball'S Mobile Home Park (San Pablo). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Tara Hills Mobile Manor,(510) 724-5480,San Pablo,CA,16401 San Pablo Ave,94806,Contra Costa,"Hi, Bradley with Tread Companies / Trailer Parks calling about Tara Hills Mobile Manor in San Pablo. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Tara Hills Mobile Manor (San Pablo). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Willow Mobile Home Park,(831) 475-0335,San Pablo,CA,2885 Willow Road,94806,Contra Costa,"Hi, Bradley with Tread Companies / Trailer Parks calling about Willow Mobile Home Park in San Pablo. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Willow Mobile Home Park (San Pablo). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Palos Verdes Shores Mh Community,(310) 547-4403,San Pedro,CA,2275 W 25Th St,90732,Los Angeles,"Hi, Bradley with Tread Companies / Trailer Parks calling about Palos Verdes Shores Mh Community in San Pedro. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Palos Verdes Shores Mh Community (San Pedro). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Contempo Marin,(415) 479-6816,San Rafael,CA,400 Yosemite Rd,94903,Marin,"Hi, Bradley with Tread Companies / Trailer Parks calling about Contempo Marin in San Rafael. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Contempo Marin (San Rafael). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Pineview Mhp,(805) 927-4213,San Simeon,CA,9540 Avonne Ave,93452,San Luis Obispo,"Hi, Bradley with Tread Companies / Trailer Parks calling about Pineview Mhp in San Simeon. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Pineview Mhp (San Simeon). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
El Don Trailer Ct,(619) 561-0071,San Ysidro,CA,2323 E Beyer Blvd,92173,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about El Don Trailer Ct in San Ysidro. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re El Don Trailer Ct (San Ysidro). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Mobile Village Park,(909) 423-0722,San Ysidro,CA,181 Willow Rd,92173,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Mobile Village Park in San Ysidro. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Mobile Village Park (San Ysidro). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Smythe Manor,(909) 925-7311,San Ysidro,CA,2262 Smythe Ave,92173,San Diego,"Hi, Bradley with Tread Companies / Trailer Parks calling about Smythe Manor in San Ysidro. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Smythe Manor (San Ysidro). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Cove Island,(559) 260-2228,Sanger,CA,32301 Trimmer Springs Rd,93657,Fresno,"Hi, Bradley with Tread Companies / Trailer Parks calling about Cove Island in Sanger. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Cove Island (Sanger). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Driftwood Mhp,(559) 787-2027,Sanger,CA,32303 E Trimmer Springs,93657,Fresno,"Hi, Bradley with Tread Companies / Trailer Parks calling about Driftwood Mhp in Sanger. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Driftwood Mhp (Sanger). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Highland Bend River Park,(561) 339-4758,Sanger,CA,25385 Trimmer Springs Rd,93657,Fresno,"Hi, Bradley with Tread Companies / Trailer Parks calling about Highland Bend River Park in Sanger. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Highland Bend River Park (Sanger). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Oak Knolls Tp,(559) 787-3824,Sanger,CA,30367 Trimmer Spring Rd,93657,Fresno,"Hi, Bradley with Tread Companies / Trailer Parks calling about Oak Knolls Tp in Sanger. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Oak Knolls Tp (Sanger). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Ponderosa Tp,(209) 787-2238,Sanger,CA,29884 Trimmer Spring Rd,93657,Fresno,"Hi, Bradley with Tread Companies / Trailer Parks calling about Ponderosa Tp in Sanger. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Ponderosa Tp (Sanger). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sandy Point Mhp,(209) 787-3688,Sanger,CA,17600 E Kings Canyon Hwy,93657,Fresno,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sandy Point Mhp in Sanger. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sandy Point Mhp (Sanger). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Shady Tp,(208) 787-2473,Sanger,CA,16081 E Kings Canyon Rd,93657,Fresno,"Hi, Bradley with Tread Companies / Trailer Parks calling about Shady Tp in Sanger. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Shady Tp (Sanger). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sherwood Forest Mobile Home Park,(559) 320-5340,Sanger,CA,339-340 N Frankwood Ave,93657,Fresno,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sherwood Forest Mobile Home Park in Sanger. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sherwood Forest Mobile Home Park (Sanger). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Vista Del Monte Mobile Home Park,(559) 875-8292,Sanger,CA,371 Bethel,93657,Fresno,"Hi, Bradley with Tread Companies / Trailer Parks calling about Vista Del Monte Mobile Home Park in Sanger. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Vista Del Monte Mobile Home Park (Sanger). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Bali Hi Mh Lodge,(714) 775-3909,Santa Ana,CA,432 S Harbor Blvd,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Bali Hi Mh Lodge in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Bali Hi Mh Lodge (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Bit O Home Mhp,(714) 775-6694,Santa Ana,CA,5002 W Mcfadden,92704,Orange,"Hi, Bradley with Tread Companies / Trailer Parks calling about Bit O Home Mhp in Santa Ana. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Bit O Home Mhp (Santa Ana). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
