name,address,city,state,zip,phone,county,website,size,units,source
Valley View Estates,100 Axford Avenue,Oxford,NJ,07863,(908) 453-2456,Warren,,SMALL (<50),,HIFLD Open Data
Southbridge Community,398 North Hook Road,Pennsville,NJ,08070,(856) 694-3232,Salem,,MEDIUM (51-100),,HIFLD Open Data
Edgewood Terrace Mhp,400 Kenbury Road,Somerville,NJ,08876,(908) 725-5570,Somerset,,MEDIUM (51-100),,HIFLD Open Data
Clearwater Village Inc,Manalapan Road,Spotswood,NJ,08884,(732) 251-5100,Middlesex,,LARGE (>100),,HIFLD Open Data
Roberts Park Sales,2250 Route 9,Toms River,NJ,08755,(732) 364-1210,Ocean,,LARGE (>100),,HIFLD Open Data
Park Lane Trailer Camp,1508 Burnet Avenue,Union,NJ,07083,(908) 688-5349,Union,,SMALL (<50),,HIFLD Open Data
Fawn Lake Village Inc,1000 Route 206,Vincentown,NJ,08088,(609) 268-0333,Burlington,,MEDIUM (51-100),,HIFLD Open Data
Mobile Estates Inc,2362 Route 206,Vincentown,NJ,08088,(609) 267-7750,Burlington,,LARGE (>100),,HIFLD Open Data
Berryman'S Branch Mhp,1616 Pennsylvania Avenue,Vineland,NJ,08361,(856) 825-2266,Cumberland,,LARGE (>100),,HIFLD Open Data
Cedar Crest Mhp,1976 North East Avenue,Vineland,NJ,08360,(856) 696-0062,Cumberland,,LARGE (>100),,HIFLD Open Data
Hansen'S Mhp,3730 South Delsea Drive,Vineland,NJ,08360,(856) 327-0065,Cumberland,,MEDIUM (51-100),,HIFLD Open Data
Little Flower Estates,1887 North Delsea Drive,Vineland,NJ,08360,(856) 692-9513,Cumberland,,LARGE (>100),,HIFLD Open Data
Vineland Mobile Home Sales & Park,1301 North East Boulevard,Vineland,NJ,08360,(856) 692-3000,Cumberland,,LARGE (>100),,HIFLD Open Data
Finns Mhp & Sales,122 Fairfield Road,Wayne,NJ,07470,(973) 694-5353,Passaic,,LARGE (>100),,HIFLD Open Data
Desert Palms Mobile Estates,2000 1St Street,Alamogordo,NM,88310,(505) 439-1257,Otero,,MEDIUM (51-100),,HIFLD Open Data
Academy North Mhp,6400 Caramel Dr Ne,Albuquerque,NM,87113,(505) 822-9510,Bernalillo,,LARGE (>100),,HIFLD Open Data
Albuquerque Meadows Mhp,7112 Pan American East Fwy,Albuquerque,NM,87109,(505) 821-1991,Bernalillo,,LARGE (>100),,HIFLD Open Data
Aztec Village Park,3000 Aztec Rd Ne,Albuquerque,NM,87107,(505) 884-2633,Bernalillo,,LARGE (>100),,HIFLD Open Data
Bakers Mhp,4301 Blake Rd Sw,Albuquerque,NM,87121,(505) 877-6707,Bernalillo,,LARGE (>100),,HIFLD Open Data
Balloon View Homes & Rv Park,500 Tyler Road Ne,Albuquerque,NM,87113,(505) 345-3716,Bernalillo,,SMALL (<50),,HIFLD Open Data
Barcelona Mhp,4141 Barcelona Road Sw,Albuquerque,NM,87121,(505) 873-3922,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Bella Vista Mhp,5102 Central Ave Sw,Albuquerque,NM,87105,(505) 243-4381,Bernalillo,,SMALL (<50),,HIFLD Open Data
Blue Spruce Trailer Park,8740 4Th St Nw,Albuquerque,NM,87114,(505) 898-1437,Bernalillo,,SMALL (<50),,HIFLD Open Data
Cactus Mobile Home Court,300 Moon Street Se,Albuquerque,NM,87123,(505) 881-2686,Bernalillo,,SMALL (<50),,HIFLD Open Data
Central Mhp,12931 Central Ave Ne,Albuquerque,NM,87123,(505) 828-0967,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Coronado Village Mobile Home Country Club,8401 Pan American Fwy Ne,Albuquerque,NM,87113,(505) 823-2515,Bernalillo,,LARGE (>100),,HIFLD Open Data
Cottonwood North Mhp,8809 4Th St Nw,Albuquerque,NM,87114,(505) 898-3663,Bernalillo,,SMALL (<50),,HIFLD Open Data
Countryside Estates,2550 Isleta Blvd Sw,Albuquerque,NM,87105,(505) 877-3777,Bernalillo,,SMALL (<50),,HIFLD Open Data
Countryside Mhp,4201 Coors Blvd Sw,Albuquerque,NM,87121,(505) 873-1818,Bernalillo,,LARGE (>100),,HIFLD Open Data
Four Hills Mhp,12300 Singing Arrow Ave Se,Albuquerque,NM,87123,(505) 299-7663,Bernalillo,,LARGE (>100),,HIFLD Open Data
Four Winds,9005 Volcano Rd Nw,Albuquerque,NM,87121,(505) 839-2996,Bernalillo,,LARGE (>100),,HIFLD Open Data
Green Acres Mobile Home Village,7043 2Nd Street Nw,Albuquerque,NM,87107,(505) 344-0474,Bernalillo,,LARGE (>100),,HIFLD Open Data
Green Valley Mhp,9660 4Th Street Nw,Albuquerque,NM,87114,(505) 898-7699,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Loma Vista Mhp,10401 Central Avenue Nw,Albuquerque,NM,87121,(505) 836-2055,Bernalillo,,SMALL (<50),,HIFLD Open Data
Longview Park,10200 Central Ave Sw,Albuquerque,NM,87121,(505) 836-6186,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Manzano Mhp,530 Utah Street Se,Albuquerque,NM,87108,(505) 255-2773,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Meadowbrook Mobile Home Community,7401 San Pedro Dr Ne,Albuquerque,NM,87109,(505) 821-1717,Bernalillo,,LARGE (>100),,HIFLD Open Data
Menual Terrace Mhp,4300 Prospect Ave Ne,Albuquerque,NM,87110,(505) 888-4422,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
North Court Mhp,410014 2Nd Street Nw,Albuquerque,NM,87114,(505) 898-9442,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
North Hills Mhp & Sales,7200 N Hills Blvd Ne,Albuquerque,NM,87109,(505) 821-3232,Bernalillo,,LARGE (>100),,HIFLD Open Data
Ponderosa Mobile Home Haven,10600 Central Avenue Se,Albuquerque,NM,87123,(505) 298-2728,Bernalillo,,SMALL (<50),,HIFLD Open Data
Rays Mhp,11400 Cochiti Road Se,Albuquerque,NM,87123,(505) 275-7059,Bernalillo,,SMALL (<50),,HIFLD Open Data
Rio Bravo Mhp,2718 Rio Bravo Blvd Sw,Albuquerque,NM,87105,(505) 877-3754,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Rio Grande Trailer Park,2519 New York Ave Nw,Albuquerque,NM,87104,(505) 243-4381,Bernalillo,,LARGE (>100),,HIFLD Open Data
Rollin Home Park,8501 San Joaquin Ave Se,Albuquerque,NM,87108,(505) 268-1757,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Sage West Mhp,757 98Th Street Sw,Albuquerque,NM,87121,(505) 831-6223,Bernalillo,,LARGE (>100),,HIFLD Open Data
Skyline Mhp,11000 Skyline Road Ne,Albuquerque,NM,87123,(505) 296-7944,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
South Pointe Village,11100 Gibson Blvd Se,Albuquerque,NM,87123,(505) 296-8850,Bernalillo,,LARGE (>100),,HIFLD Open Data
Souths Mobile Villa,2600 New York Avenue Nw,Albuquerque,NM,87104,(505) 842-1293,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Sunset Mhp,2305 Metzgar Road Sw,Albuquerque,NM,87105,(505) 877-7777,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Sunshine Country Mhp,4000 Blake Road Sw,Albuquerque,NM,87121,(505) 873-2778,Bernalillo,,LARGE (>100),,HIFLD Open Data
Tally-Ho Mhp,3011 2Nd Street Nw,Albuquerque,NM,87107,(505) 344-5425,Bernalillo,,SMALL (<50),,HIFLD Open Data
Tierra West Estates Mhc,224 Paseo Del Volcan Sw,Albuquerque,NM,87121,(505) 831-0511,Bernalillo,,LARGE (>100),,HIFLD Open Data
University Village,1907 Buena Vista Drive Se,Albuquerque,NM,87106,(505) 247-2631,Bernalillo,,MEDIUM (51-100),,HIFLD Open Data
Van Cleave Place,9201 Trumbull Ave Se,Albuquerque,NM,87123,(505) 294-5095,Bernalillo,,LARGE (>100),,HIFLD Open Data
Village Park,10200 2Nd Street Nw,Albuquerque,NM,87114,(505) 898-9526,Bernalillo,,LARGE (>100),,HIFLD Open Data
Vineyard Community,6118 Edith Blvd Ne,Albuquerque,NM,87107,(505) 345-1995,Bernalillo,,LARGE (>100),,HIFLD Open Data
Vista Del Sol,4501 Blake Road Sw,Albuquerque,NM,87121,(505) 877-7997,Bernalillo,,LARGE (>100),,HIFLD Open Data
Vista Mobile Home Community,9600 Central Avenue Sw,Albuquerque,NM,87121,(505) 831-4800,Bernalillo,,LARGE (>100),,HIFLD Open Data
West Ridge Park,9301 Volcano Rd Nw,Albuquerque,NM,87121,(505) 831-1111,Bernalillo,,LARGE (>100),,HIFLD Open Data
Wyoming Plaza Mhp,9000 Trumbull Avenue Southeast,Albuquerque,NM,87123,(505) 298-1061,Bernalillo,,LARGE (>100),,HIFLD Open Data
Animas Trailer Court,1114 West Aztec Boulevard,Aztec,NM,87410,(505) 334-6992,San Juan,,SMALL (<50),,HIFLD Open Data
Charro Mhps,1216 West Aztec Boulevard #53,Aztec,NM,87410,(505) 334-6353,San Juan,,SMALL (<50),,HIFLD Open Data
San Juan Mhp,305 North Light Plant Road,Aztec,NM,87410,(505) 334-9532,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Son'S Mobile Home Village,410 Swire Avenue,Aztec,NM,87410,(505) 334-6992,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Sunset Mobile Village,400 North Light Plant Road,Aztec,NM,87410,(505) 334-7100,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Villa Serena Mhp,516 Ruins Road,Aztec,NM,87410,(505) 334-9189,San Juan,,LARGE (>100),,HIFLD Open Data
Barb'S Mhp,1310 Sanchez Lane,Bloomfield,NM,87413,(505) 632-3560,San Juan,,SMALL (<50),,HIFLD Open Data
Bloomfield Trailer & Mobile Park,309 North 3Rd Street,Bloomfield,NM,87413,(505) 632-2236,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Charro Mhps,324 West Blanco Boulevard,Bloomfield,NM,87413,(505) 632-2488,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Enchantment Village Mobile,2100 East Blanco Boulevard,Bloomfield,NM,87413,(505) 632-9470,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Lee Hi Mhp,525 North 1St Street,Bloomfield,NM,87413,(505) 632-9307,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Big Sky Mobile City,4515 National Parks Highway,Carlsbad,NM,88220,(505) 887-5511,Eddy,,MEDIUM (51-100),,HIFLD Open Data
Boyd Mhp,1901 Boyd Drive,Carlsbad,NM,88220,(505) 885-8411,Eddy,,SMALL (<50),,HIFLD Open Data
Carlsbad Mobile Manor,111 Farris Street #20,Carlsbad,NM,88220,(505) 885-9062,Eddy,,LARGE (>100),,HIFLD Open Data
Cavern Estates Mobile Home,3022 National Parks Highway #44,Carlsbad,NM,88220,(505) 887-3274,Eddy,,SMALL (<50),,HIFLD Open Data
Midcity Trailer Park,1701 South Canal Street,Carlsbad,NM,88220,(505) 887-6220,Eddy,,SMALL (<50),,HIFLD Open Data
North Forty Mobile Home Ranch,318 East Orchard Lane,Carlsbad,NM,88220,(505) 885-0862,Eddy,,SMALL (<50),,HIFLD Open Data
Park Place Mhp,1010 Center Avenue,Carlsbad,NM,88220,(505) 887-0909,Eddy,,SMALL (<50),,HIFLD Open Data
Sweet Water Mhp,3401 National Parks Hwy,Carlsbad,NM,88220,(505) 234-1818,Eddy,,SMALL (<50),,HIFLD Open Data
Town & Country Mhp,1716 North Canal Street,Carlsbad,NM,88220,(505) 887-0305,Eddy,,SMALL (<50),,HIFLD Open Data
Apple Valley Mhp,606 North Railroad Avenue,Espanola,NM,87532,(505) 753-7887,Rio Arriba,,SMALL (<50),,HIFLD Open Data
Fairview Trailer Court,1007 Riverside Drive North,Espanola,NM,87532,(505) 753-2719,Rio Arriba,,MEDIUM (51-100),,HIFLD Open Data
Sangre De Cristo Mobile Home,614 North Coronado Avenue,Espanola,NM,87532,(505) 753-4096,Rio Arriba,,SMALL (<50),,HIFLD Open Data
Santo Nino Mhp,615 Corlett Road,Espanola,NM,87532,(505) 753-5277,Santa Fe,,LARGE (>100),,HIFLD Open Data
Animas Mhp,4633 Gila Street,Farmington,NM,87402,(505) 325-3846,San Juan,,SMALL (<50),,HIFLD Open Data
Arroyo Trailer Court,1015 Glade Lane,Farmington,NM,87401,(505) 325-8923,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Auburn Mhp,951 North Auburn Avenue,Farmington,NM,87401,(505) 325-1294,San Juan,,MEDIUM (51-100),,HIFLD Open Data
La Plata Mhp,3800 La Plata Highway,Farmington,NM,87401,(505) 325-1385,San Juan,,SMALL (<50),,HIFLD Open Data
Lampliter Mhp,912 Fairgrounds Road,Farmington,NM,87401,(505) 325-7110,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Mesa Mhp,2011 Troy King Road,Farmington,NM,87401,(505) 327-2755,San Juan,,LARGE (>100),,HIFLD Open Data
Monterey Mobile Manor,1212 South Monterey Avenue,Farmington,NM,87401,(505) 325-4714,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Riverside Mhp,76 South Gooding Lane,Farmington,NM,87401,(505) 327-2566,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Sundowner Mobile Village,201 Airport Drive,Farmington,NM,87401,(505) 327-1671,San Juan,,SMALL (<50),,HIFLD Open Data
Thunderbird Mhp,818 East Main Street,Farmington,NM,87401,(505) 326-7452,San Juan,,LARGE (>100),,HIFLD Open Data
Town & Country Park,324 North Vine Avenue,Farmington,NM,87401,(505) 325-7364,San Juan,,SMALL (<50),,HIFLD Open Data
Wagon Wheel Country Court,25 Road 5387,Farmington,NM,87401,(505) 632-3006,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Woodland Mhp,945 North Auburn Avenue,Farmington,NM,87401,(505) 325-8319,San Juan,,MEDIUM (51-100),,HIFLD Open Data
Valencia Village Mhp,1400 E Roosevelt Ave,Grants,NM,87020,(505) 287-2744,Cibola,,MEDIUM (51-100),,HIFLD Open Data
Chaparral Mhp,624 West Apache Drive #19,Hobbs,NM,88240,(505) 392-6654,Lea,,SMALL (<50),,HIFLD Open Data
Country Mhp,6800 North Country Road,Hobbs,NM,88242,(505) 392-7462,Lea,,SMALL (<50),,HIFLD Open Data
Taos Mhp,100 West Clearfork Drive,Hobbs,NM,88240,(505) 392-6686,Lea,,SMALL (<50),,HIFLD Open Data
V & W Village,221 West Victoria Lane,Hobbs,NM,88240,(505) 397-2656,Lea,,SMALL (<50),,HIFLD Open Data
Yeso Sunrise Village,1819 North Turner Street,Hobbs,NM,88240,(505) 397-6376,Lea,,SMALL (<50),,HIFLD Open Data
Arc Encantada,1000 Coyote Trail,Las Cruces,NM,88001,(505) 523-7496,Doña Ana,,LARGE (>100),,HIFLD Open Data
Trails West Mfd. Home Community,1450 Avenida De Mesilla,Las Cruces,NM,88005,(505) 524-9226,Doña Ana,,LARGE (>100),,HIFLD Open Data
Zia Shadows,4250 Elks Dr,Las Cruces,NM,88005,(505) 526-6700,Doña Ana,,LARGE (>100),,HIFLD Open Data
1 Mobile Village,1200 North Love Street,Lovington,NM,88260,(505) 396-7300,Lea,,SMALL (<50),,HIFLD Open Data
Cherokee Village Trailer Park,22 West Avenue Q,Lovington,NM,88260,(505) 396-3846,Lea,,SMALL (<50),,HIFLD Open Data
El Patio Trailer Park,1812 North 2Nd Street,Lovington,NM,88260,(505) 396-5441,Lea,,SMALL (<50),,HIFLD Open Data
Atocha Mobile Home Park North,3501 Rufina St,Not Available,NM,NOT AVAILABLE,(505) 471-8166,Santa Fe,,MEDIUM (51-100),,HIFLD Open Data
Los Colonias Mobile Home Park,Not Available,Not Available,NM,NOT AVAILABLE,(506) 771-1029,Taos,,SMALL (<50),,HIFLD Open Data
Country Club Rv / Mhp,1200 East Country Club Road,Roswell,NM,88202,(505) 623-6660,Chaves,,MEDIUM (51-100),,HIFLD Open Data
Cherokee Mobile Village,501 Highway 70,Ruidoso,NM,88345,(505) 257-2604,Lincoln,,LARGE (>100),,HIFLD Open Data
Recreation Village Mobile Home,717 White Mountain Drive,Ruidoso,NM,88345,(505) 258-3145,Lincoln,,MEDIUM (51-100),,HIFLD Open Data
Atocha Mobile Park,3531 Cerrillos Road,Santa Fe,NM,87505,(505) 471-8166,Santa Fe,,LARGE (>100),,HIFLD Open Data
C & S Trailer Park,28 Scotts Place,Santa Fe,NM,87505,(505) 473-4889,Santa Fe,,SMALL (<50),,HIFLD Open Data
Cottonwood Village,6441 Cypress Street,Santa Fe,NM,87501,(505) 471-4663,Santa Fe,,LARGE (>100),,HIFLD Open Data
Country Club Gardens,310 Airport Road,Santa Fe,NM,87505,(505) 471-2911,Santa Fe,,LARGE (>100),,HIFLD Open Data
Enchantment Jemez Road Mobile,507 Jemez Road,Santa Fe,NM,87505,(505) 471-1331,Santa Fe,,MEDIUM (51-100),,HIFLD Open Data
La Cienega Lakeside Mobile Home,86 Paseo C De Baca #9,Santa Fe,NM,87505,(505) 471-1008,Santa Fe,,SMALL (<50),,HIFLD Open Data
Rancho Zia,183 Airport Road,Santa Fe,NM,87505,(505) 471-2947,Santa Fe,,LARGE (>100),,HIFLD Open Data
Riverside De Santa Fe,7460 Riverside Loop,Santa Fe,NM,87501,(505) 438-4444,Santa Fe,,LARGE (>100),,HIFLD Open Data
Santa Fe Mobile Home Hacienda,1115 Ocate Road,Santa Fe,NM,87505,(505) 471-3112,Santa Fe,,LARGE (>100),,HIFLD Open Data
Santa Fe West Mhp,Henry Lynch Road,Santa Fe,NM,87501,(505) 471-2411,Santa Fe,,MEDIUM (51-100),,HIFLD Open Data
Sierra Vista Mhp,1299 Zepol Road,Santa Fe,NM,87505,(505) 471-4440,Santa Fe,,LARGE (>100),,HIFLD Open Data
Wild & Woolley Trailer Ranch,43 Los Pinos Road,Santa Fe,NM,87505,(505) 438-6182,Santa Fe,,SMALL (<50),,HIFLD Open Data
Baca Mhp,616 Paseo Del Pueblo Norte,Taos,NM,87571,(505) 758-4606,Taos,,SMALL (<50),,HIFLD Open Data
Enchanted Trailer Park,112 Camino De La Merced,Taos,NM,87571,(505) 758-2256,Taos,,SMALL (<50),,HIFLD Open Data
Butler'S On The Beautiful Rio,600 East Riverside Drive,Truth Or Consequences,NM,87901,(505) 894-2744,Sierra,,SMALL (<50),,HIFLD Open Data
Sun Valley Trailer Park,811 East 3Rd Avenue,Truth Or Consequences,NM,87901,(505) 894-6433,Sierra,,SMALL (<50),,HIFLD Open Data
Battle Mountain Trailer Court,625 West Humboldt Street,Battle Mountain,NV,89820,(702) 635-2222,Lander,,SMALL (<50),,HIFLD Open Data
Gingerwood Mobile Park,1300 Hazelwood Street,Boulder City,NV,89005,(702) 293-1908,Clark,,LARGE (>100),,HIFLD Open Data
M & M Mhp,1508 Carroll Lane,Boulder City,NV,89005,(702) 293-2064,Clark,,SMALL (<50),,HIFLD Open Data
Moore'S Mhp,701 Elm Street,Boulder City,NV,89005,(702) 293-2537,Clark,,MEDIUM (51-100),,HIFLD Open Data
Yorkshire Villas Mobile Park,125 West Bush,Carlin,NV,89822,(775) 754-6618,Elko,,SMALL (<50),,HIFLD Open Data
Carson Highlands Mobile Home,200 James Court #75,Carson City,NV,89706,(775) 246-5530,Lyon,,MEDIUM (51-100),,HIFLD Open Data
Carson Mhp,3429 South Carson Street,Carson City,NV,89701,(775) 882-9410,Carson City,,SMALL (<50),,HIFLD Open Data
Carson Royale,1871 North Lompa Lane,Carson City,NV,89706,(775) 882-9320,Carson City,,MEDIUM (51-100),,HIFLD Open Data
Clear Creek Trailer Park,47 Clear Creek Avenue,Carson City,NV,89701,(775) 882-4751,Carson City,,MEDIUM (51-100),,HIFLD Open Data
Comstock Mobile Village,2601 Collage Pkwy,Carson City,NV,89706,(775) 883-6175,Carson City,,LARGE (>100),,HIFLD Open Data
Crestview Mhp,600 Hot Springs Road,Carson City,NV,89706,(775) 884-2144,Carson City,,MEDIUM (51-100),,HIFLD Open Data
Frontier Mobile Village,1923 North Carson Street #105,Carson City,NV,89701,(775) 882-2100,Carson City,,LARGE (>100),,HIFLD Open Data
Lone Mountain Mobile Home,493 Hot Springs Road,Carson City,NV,89706,(775) 882-7727,Carson City,,SMALL (<50),,HIFLD Open Data
Parc De Maison,1700 Colorado Street,Carson City,NV,89701,(775) 882-4445,Carson City,,LARGE (>100),,HIFLD Open Data
Sierra Vista Mhp,1950 North Carson Street,Carson City,NV,89701,(775) 882-1821,Carson City,,SMALL (<50),,HIFLD Open Data
Silver State Mhp,3400 Us Highway 50 East,Carson City,NV,89701,(775) 883-2424,Carson City,,MEDIUM (51-100),,HIFLD Open Data
Bullion Mhp,610 Bullion Rd,Elko,NV,89801,(775) 753-6720,Elko,,LARGE (>100),,HIFLD Open Data
Carson Mhp,440 Grant Street,Elko,NV,89801,(775) 738-5070,Elko,,SMALL (<50),,HIFLD Open Data
Panorama Trailer Court,151 Park Road,Elko,NV,89801,(775) 738-3974,Elko,,SMALL (<50),,HIFLD Open Data
Silver Pines Mhp,251 West River Street,Elko,NV,89801,(775) 738-6031,Elko,,MEDIUM (51-100),,HIFLD Open Data
Southgate Mobile Park,2151 Pinion Road,Elko,NV,89801,(775) 738-1122,Elko,,LARGE (>100),,HIFLD Open Data
Valley View Rec. Vehicle & Mobile Home,65 Mc Gill Highway,Ely,NV,89301,(775) 289-3303,White Pine,,SMALL (<50),,HIFLD Open Data
Deluxe Mhp,255 Tolas Place,Fallon,NV,89406,(775) 423-2755,Churchill,,SMALL (<50),,HIFLD Open Data
Hub Totel Rec. Vehicle Park & Mobile Home,4800 Reno Highway,Fallon,NV,89406,(775) 867-3636,Churchill,,SMALL (<50),,HIFLD Open Data
Ideal Mobile Home Community,750 East Stillwater Avenue,Fallon,NV,89406,(775) 423-2900,Churchill,,SMALL (<50),,HIFLD Open Data
Lucky Trailer Court,725 East Front Street,Fallon,NV,89406,(775) 423-4718,Churchill,,SMALL (<50),,HIFLD Open Data
Oasis Mhp,3400 Bottom Road,Fallon,NV,89406,(775) 423-4055,Churchill,,SMALL (<50),,HIFLD Open Data
R & M Mhp,4910 Reno Highway,Fallon,NV,89406,(775) 867-3349,Churchill,,SMALL (<50),,HIFLD Open Data
Shady Park Trailer Court,855 Harrigan Road,Fallon,NV,89406,(775) 423-3294,Churchill,,SMALL (<50),,HIFLD Open Data
South Maine Mhp,1055 South Maine Street,Fallon,NV,89406,(775) 423-2587,Churchill,,SMALL (<50),,HIFLD Open Data
Wagon Wheel Mhp,125 West Front Street,Fallon,NV,89406,(775) 423-1493,Churchill,,SMALL (<50),,HIFLD Open Data
West Star Mhp,2000 Auction Road,Fallon,NV,89406,(775) 423-5263,Churchill,,SMALL (<50),,HIFLD Open Data
Wildes Manor Mhp,980 Wildes Road #1,Fallon,NV,89406,(775) 423-4656,Churchill,,SMALL (<50),,HIFLD Open Data
Fernley Villa Mhp,137 Parkland Way,Fernley,NV,89408,(775) 575-4948,Lyon,,LARGE (>100),,HIFLD Open Data
Rewana Mhp,595 East Main Street,Fernley,NV,89408,(775) 825-8787,Lyon,,SMALL (<50),,HIFLD Open Data
Aspen Park,1350 Centerville Lane,Gardnerville,NV,89410,(775) 782-4013,Douglas,,LARGE (>100),,HIFLD Open Data
Holbrook Station Mobile Home,1501 Us Highway 395 South,Gardnerville,NV,89410,(775) 266-3434,Douglas,,SMALL (<50),,HIFLD Open Data
Riverview Mhp,596 Us Highway 395 North,Gardnerville,NV,89410,(775) 265-2751,Douglas,,SMALL (<50),,HIFLD Open Data
Ballerina Mhp,9 Country Club Drive,Henderson,NV,89015,(702) 565-6333,Clark,,LARGE (>100),,HIFLD Open Data
Mountain View Community,148 Day Street,Henderson,NV,89014,(702) 435-4861,Clark,,LARGE (>100),,HIFLD Open Data
Triple K Trailer Court,117 East King Street,Henderson,NV,89015,(702) 565-9166,Clark,,SMALL (<50),,HIFLD Open Data
Villa Hermosa Mhp,2050 South Magic Way,Henderson,NV,89015,(702) 565-7348,Clark,,LARGE (>100),,HIFLD Open Data
Vista Mhp,901 South Boulder Highway,Henderson,NV,89015,(702) 565-6898,Clark,,LARGE (>100),,HIFLD Open Data
Oasis Trailer Court,420 Sky Road,Indian Springs,NV,89018,(775) 879-3288,Clark,,SMALL (<50),,HIFLD Open Data
Pioneer Mobile Park,236 Mc Farland Avenue,Indian Springs,NV,89018,(775) 879-3511,Clark,,LARGE (>100),,HIFLD Open Data
Ace Trailer Park,3485 North Nellis Boulevard,Las Vegas,NV,89115,(702) 643-8483,Clark,,SMALL (<50),,HIFLD Open Data
Arrow Palms Mobile Home Community,543 North Lamb Boulevard,Las Vegas,NV,89110,(702) 452-1007,Clark,,MEDIUM (51-100),,HIFLD Open Data
Bonanza Village,3700 Stewart Avenue,Las Vegas,NV,89110,(702) 452-0899,Clark,,LARGE (>100),,HIFLD Open Data
Boulder Cascade Mhp,1601 South Sandhill Road,Las Vegas,NV,89104,(702) 457-8003,Clark,,LARGE (>100),,HIFLD Open Data
Bramblewood Mhp,1700 North Gateway Road,Las Vegas,NV,89115,(702) 452-5014,Clark,,MEDIUM (51-100),,HIFLD Open Data
Cabana Mhp,5303 East Twain Avenue,Las Vegas,NV,89122,(702) 456-6640,Clark,,LARGE (>100),,HIFLD Open Data
Candlewood Mhp,3295 North Nellis Boulevard,Las Vegas,NV,89115,(702) 320-5900,Clark,,MEDIUM (51-100),,HIFLD Open Data
Capri Mobile Park,3150 Arville Street,Las Vegas,NV,89102,(702) 876-2696,Clark,,MEDIUM (51-100),,HIFLD Open Data
Carefree Country Club,3325 North Nellis Boulevard,Las Vegas,NV,89115,(702) 643-1248,Clark,,LARGE (>100),,HIFLD Open Data
Casa Del Sol Mobile Home Community,4800 Vegas Valley Drive,Las Vegas,NV,89121,(702) 431-1623,Clark,,LARGE (>100),,HIFLD Open Data
Casa Linda Mhp,5250 East Lake Mead Boulevard,Las Vegas,NV,89115,(702) 452-2933,Clark,,MEDIUM (51-100),,HIFLD Open Data
Circle K Mobile Home Community,4587 East Lake Mead Boulevard,Las Vegas,NV,89115,(702) 452-5212,Clark,,SMALL (<50),,HIFLD Open Data
Cypress Gardens Mhp,4650 East Lake Mead Boulevard,Las Vegas,NV,89115,(702) 438-2528,Clark,,LARGE (>100),,HIFLD Open Data
Desert Inn Mhp,4505 East Desert Inn Road,Las Vegas,NV,89121,(702) 454-0660,Clark,,MEDIUM (51-100),,HIFLD Open Data
Desert Mhp,1A Bon Rea Circle,Las Vegas,NV,89110,(702) 452-2499,Clark,,MEDIUM (51-100),,HIFLD Open Data
Desert Winds Mhp,3815 North Nellis Boulevard,Las Vegas,NV,89115,(702) 644-1028,Clark,,LARGE (>100),,HIFLD Open Data
El Adobe Manufacturer Homes,825 North Lamb Boulevard,Las Vegas,NV,89110,(702) 452-7002,Clark,,LARGE (>100),,HIFLD Open Data
Eldorado Mobile Estates,4525 West Twain Avenue,Las Vegas,NV,89103,(702) 876-1720,Clark,,LARGE (>100),,HIFLD Open Data
Flamingo West Mobile Home Community,8122 West Flamingo Road,Las Vegas,NV,89117,(702) 364-0320,Clark,,LARGE (>100),,HIFLD Open Data
Frontier Village Mhp,355 Larson Lane,Las Vegas,NV,89124,(702) 361-9774,Clark,,SMALL (<50),,HIFLD Open Data
Heritage Village Mobile Home,1515 South Mojave Road,Las Vegas,NV,89104,(702) 385-1652,Clark,,LARGE (>100),,HIFLD Open Data
King'S Row Trailer Park Inc,3660 Boulder Highway,Las Vegas,NV,89121,(702) 457-3606,Clark,,LARGE (>100),,HIFLD Open Data
La Jolla Family Mhp,4400 East Owens Avenue,Las Vegas,NV,89110,(702) 453-4402,Clark,,MEDIUM (51-100),,HIFLD Open Data
